사고일시,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,가해운전자 차종,가해운전자 상해정도,피해운전자 차종,피해운전자 상해정도
2019년 12월 11일 21시,서울특별시 동대문구 장안동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 11일 22시,서울특별시 용산구 원효로2가,중상사고,0,2,2,0,승용,상해없음,승용,경상
2019년 12월 12일 00시,서울특별시 노원구 상계동,중상사고,0,1,1,0,승용,상해없음,승용,중상
2019년 12월 12일 01시,서울특별시 금천구 시흥동,중상사고,0,2,1,0,승용,상해없음,승용,경상
2019년 12월 12일 03시,서울특별시 은평구 응암동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 12일 03시,서울특별시 노원구 상계동,중상사고,0,1,0,0,화물,상해없음,승용,중상
2019년 12월 12일 04시,서울특별시 용산구 주성동,사망사고,1,0,0,0,화물,사망,,
2019년 12월 12일 05시,서울특별시 금천구 시흥동,중상사고,0,1,0,0,승용,상해없음,승용,상해없음
2019년 12월 12일 07시,서울특별시 양천구 신정동,사망사고,1,0,0,0,승용,상해없음,보행자,사망
2019년 12월 12일 10시,서울특별시 강남구 신사동,중상사고,0,1,0,0,승용,상해없음,승용,중상
2019년 12월 12일 11시,서울특별시 중구 태평로1가,중상사고,0,1,1,0,승용,상해없음,승용,중상
2019년 12월 12일 13시,서울특별시 성북구 안암동1가,중상사고,0,1,0,0,원동기,중상,승용,상해없음
2019년 12월 12일 14시,서울특별시 은평구 수색동,중상사고,0,1,0,0,승합,상해없음,,
2019년 12월 12일 15시,서울특별시 강남구 청담동,중상사고,0,3,0,0,승용,상해없음,승용,중상
2019년 12월 12일 16시,서울특별시 강서구 화곡동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 12일 16시,서울특별시 서초구 서초동,중상사고,0,2,0,0,승용,상해없음,승용,중상
2019년 12월 12일 18시,서울특별시 성동구 송정동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 12일 18시,서울특별시 중랑구 면목동,중상사고,0,1,1,0,승용,기타불명,승용,중상
2019년 12월 12일 18시,서울특별시 송파구 문정동,중상사고,0,1,0,0,승용,상해없음,승용,중상
2019년 12월 12일 18시,서울특별시 구로구 신도림동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 12일 20시,서울특별시 노원구 상계동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 12일 21시,서울특별시 영등포구 여의도동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 12일 21시,서울특별시 서초구 내곡동,사망사고,1,0,0,0,화물,상해없음,보행자,사망
2019년 12월 12일 21시,서울특별시 서초구 반포동,중상사고,0,1,4,0,승용,상해없음,승용,중상
2019년 12월 12일 22시,서울특별시 동작구 동작동,중상사고,0,1,0,0,승용,상해없음,승용,중상
2019년 12월 13일 00시,서울특별시 중구 남대문로5가,중상사고,0,1,0,0,승용,상해없음,승용,중상
2019년 12월 13일 01시,서울특별시 중랑구 망우동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 13일 04시,서울특별시 구로구 항동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2019년 12월 13일 05시,서울특별시 영등포구 대림동,중상사고,0,1,0,0,승용,상해없음,자전거,중상
2019년 12월 13일 06시,서울특별시 강남구 일원동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 13일 09시,서울특별시 동대문구 청량리동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2019년 12월 13일 09시,서울특별시 영등포구 영등포동3가,중상사고,0,1,0,0,승합,상해없음,보행자,중상
2019년 12월 13일 10시,서울특별시 중구 신당동,중상사고,0,1,0,0,승합,상해없음,보행자,중상
2019년 12월 13일 11시,서울특별시 노원구 하계동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2019년 12월 13일 12시,서울특별시 영등포구 여의도동,중상사고,0,1,0,0,승합,상해없음,,
2019년 12월 13일 15시,서울특별시 종로구 공평동,중상사고,0,1,0,0,승합,상해없음,,
2019년 12월 13일 15시,서울특별시 송파구 석촌동,중상사고,0,1,0,0,승용,상해없음,승용,중상
2019년 12월 13일 16시,서울특별시 서초구 방배동,중상사고,0,1,0,0,자전거,중상,원동기,상해없음
2019년 12월 13일 17시,서울특별시 강동구 천호동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 13일 18시,서울특별시 은평구 응암동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 13일 18시,서울특별시 구로구 구로동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2019년 12월 13일 19시,서울특별시 서대문구 창천동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 13일 19시,서울특별시 동대문구 제기동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
2019년 12월 13일 19시,서울특별시 동작구 노량진동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 13일 20시,서울특별시 동작구 흑석동,중상사고,0,1,1,0,승용,상해없음,승용,중상
2019년 12월 13일 20시,서울특별시 강남구 삼성동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 13일 21시,서울특별시 강남구 청담동,중상사고,0,2,0,0,승용,상해없음,승용,중상
2019년 12월 13일 22시,서울특별시 영등포구 도림동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 13일 22시,서울특별시 강남구 신사동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 13일 22시,서울특별시 노원구 상계동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 13일 23시,서울특별시 서대문구 대현동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 13일 23시,서울특별시 성북구 보문동5가,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 13일 23시,서울특별시 동대문구 제기동,중상사고,0,2,1,0,승용,상해없음,승용,중상
2019년 12월 14일 00시,서울특별시 양천구 신정동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 14일 00시,서울특별시 강남구 개포동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 14일 01시,서울특별시 마포구 망원동,중상사고,0,1,0,0,승용,상해없음,승용,중상
2019년 12월 14일 03시,서울특별시 송파구 문정동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2019년 12월 14일 04시,서울특별시 마포구 합정동,중상사고,0,1,0,0,승용,상해없음,승용,중상
2019년 12월 14일 04시,서울특별시 강동구 성내동,중상사고,0,1,0,0,승합,상해없음,승용,중상
2019년 12월 14일 06시,서울특별시 중랑구 면목동,중상사고,0,1,4,0,승용,상해없음,승용,중상
2019년 12월 14일 08시,서울특별시 강동구 성내동,중상사고,0,1,0,1,승용,기타불명,승용,중상
2019년 12월 14일 09시,서울특별시 용산구 원효로1가,중상사고,0,1,0,0,승용,상해없음,승용,중상
2019년 12월 14일 10시,서울특별시 성북구 장위동,중상사고,0,2,10,0,승용,상해없음,승합,상해없음
2019년 12월 14일 11시,서울특별시 성동구 행당동,사망사고,1,0,0,0,이륜,사망,,
2019년 12월 14일 11시,서울특별시 강남구 청담동,중상사고,0,1,0,0,승용,상해없음,승용,상해없음
2019년 12월 14일 11시,서울특별시 송파구 삼전동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 14일 12시,서울특별시 서초구 반포동,중상사고,0,2,2,0,승용,중상,승용,중상
2019년 12월 14일 12시,서울특별시 성북구 장위동,사망사고,1,0,0,0,사륜오토바이(ATV),사망,,
2019년 12월 14일 14시,서울특별시 동작구 상도동,중상사고,0,1,0,0,승용,상해없음,승용,상해없음
2019년 12월 14일 14시,서울특별시 중랑구 상봉동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 14일 14시,서울특별시 관악구 남현동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 14일 14시,서울특별시 송파구 잠실동,중상사고,0,3,1,0,승용,상해없음,승용,경상
2019년 12월 14일 15시,서울특별시 마포구 성산동,중상사고,0,1,0,0,승용,상해없음,승용,중상
2019년 12월 14일 15시,서울특별시 성동구 행당동,중상사고,0,1,0,0,자전거,상해없음,보행자,중상
2019년 12월 14일 15시,서울특별시 강서구 등촌동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 14일 16시,서울특별시 용산구 원효로1가,중상사고,0,1,0,0,기타불명,기타불명,승합,상해없음
2019년 12월 14일 16시,서울특별시 강북구 미아동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 14일 16시,서울특별시 강서구 화곡동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2019년 12월 14일 17시,서울특별시 동대문구 장안동,중상사고,0,1,6,0,승용,상해없음,승용,경상
2019년 12월 14일 17시,서울특별시 강서구 방화동,중상사고,0,1,0,0,자전거,중상,화물,상해없음
2019년 12월 14일 18시,서울특별시 은평구 응암동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 14일 18시,서울특별시 성북구 하월곡동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 14일 19시,서울특별시 종로구 평동,중상사고,0,4,10,0,승합,상해없음,,
2019년 12월 14일 21시,서울특별시 강서구 마곡동,중상사고,0,1,0,0,승합,상해없음,보행자,중상
2019년 12월 14일 22시,서울특별시 금천구 독산동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 14일 22시,서울특별시 강남구 논현동,중상사고,0,1,3,0,승용,상해없음,승용,경상
2019년 12월 14일 23시,서울특별시 강남구 역삼동,중상사고,0,1,0,0,승용,상해없음,승용,상해없음
2019년 12월 14일 23시,서울특별시 강서구 화곡동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
2019년 12월 14일 23시,서울특별시 구로구 구로동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 15일 01시,서울특별시 동대문구 장안동,중상사고,0,1,0,0,승용,상해없음,승용,중상
2019년 12월 15일 01시,서울특별시 중랑구 면목동,중상사고,0,1,2,0,승용,상해없음,승용,상해없음
2019년 12월 15일 01시,서울특별시 송파구 잠실동,중상사고,0,1,1,0,승용,중상,승용,경상
2019년 12월 15일 02시,서울특별시 영등포구 신길동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 15일 05시,서울특별시 강서구 화곡동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 15일 06시,서울특별시 은평구 역촌동,중상사고,0,1,1,0,이륜,경상,보행자,중상
2019년 12월 15일 10시,서울특별시 성북구 석관동,중상사고,0,1,0,0,승합,상해없음,보행자,중상
2019년 12월 15일 15시,서울특별시 서초구 잠원동,중상사고,0,1,0,0,승합,상해없음,,
2019년 12월 15일 16시,서울특별시 양천구 신정동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 15일 17시,서울특별시 종로구 수송동,중상사고,0,1,3,0,승합,상해없음,승용,경상
2019년 12월 15일 18시,서울특별시 성북구 돈암동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 15일 18시,서울특별시 마포구 도화동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 15일 18시,서울특별시 영등포구 신길동,중상사고,0,1,0,0,승용,상해없음,승용,중상
2019년 12월 15일 18시,서울특별시 강동구 길동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 15일 19시,서울특별시 양천구 목동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2019년 12월 15일 22시,서울특별시 노원구 상계동,중상사고,0,1,0,0,승합,상해없음,보행자,중상
2019년 12월 16일 00시,서울특별시 영등포구 양평동3가,중상사고,0,1,1,0,화물,상해없음,승용,중상
2019년 12월 16일 02시,서울특별시 강남구 논현동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 16일 04시,서울특별시 중구 방산동,중상사고,0,1,0,0,원동기,중상,,
2019년 12월 16일 05시,서울특별시 성동구 성수동2가,중상사고,0,1,0,0,화물,상해없음,자전거,중상
2019년 12월 16일 08시,서울특별시 마포구 대흥동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 16일 08시,서울특별시 성북구 종암동,중상사고,0,1,0,0,승합,상해없음,승용,상해없음
2019년 12월 16일 08시,서울특별시 구로구 가리봉동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 16일 09시,서울특별시 중랑구 신내동,중상사고,0,1,1,0,승합,상해없음,,
2019년 12월 16일 12시,서울특별시 강서구 염창동,사망사고,1,0,0,0,이륜,사망,승합,상해없음
2019년 12월 16일 13시,서울특별시 용산구 이태원동,중상사고,0,3,0,0,승용,상해없음,승용,중상
2019년 12월 16일 13시,서울특별시 중랑구 중화동,중상사고,0,1,0,0,화물,상해없음,자전거,중상
2019년 12월 16일 13시,서울특별시 강서구 마곡동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
2019년 12월 16일 14시,서울특별시 영등포구 신길동,중상사고,0,1,0,0,승용,상해없음,승용,중상
2019년 12월 16일 14시,서울특별시 영등포구 도림동,중상사고,0,1,0,0,승용,상해없음,자전거,중상
2019년 12월 16일 15시,서울특별시 동대문구 이문동,중상사고,0,2,3,0,승용,상해없음,승합,상해없음
2019년 12월 16일 15시,서울특별시 강서구 방화동,중상사고,0,1,1,1,이륜,부상신고,화물,상해없음
2019년 12월 16일 15시,서울특별시 강남구 도곡동,중상사고,0,1,1,0,승용,상해없음,이륜,중상
2019년 12월 16일 16시,서울특별시 동대문구 휘경동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 16일 17시,서울특별시 동대문구 용두동,중상사고,0,1,0,0,특수,상해없음,보행자,중상
2019년 12월 16일 18시,서울특별시 용산구 이태원동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 16일 18시,서울특별시 동작구 노량진동,중상사고,0,1,1,0,승용,상해없음,승용,중상
2019년 12월 16일 19시,서울특별시 영등포구 영등포동2가,중상사고,0,1,0,0,자전거,중상,승용,상해없음
2019년 12월 16일 20시,서울특별시 영등포구 문래동3가,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 16일 20시,서울특별시 관악구 봉천동,사망사고,1,0,0,0,이륜,기타불명,이륜,사망
2019년 12월 16일 22시,서울특별시 양천구 목동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
