사고일시,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,가해운전자 차종,가해운전자 상해정도,피해운전자 차종,피해운전자 상해정도
2019년 12월 2일 23시,서울특별시 강서구 염창동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 3일 04시,서울특별시 중랑구 상봉동,중상사고,0,1,2,0,이륜,경상,승용,경상
2019년 12월 3일 07시,서울특별시 도봉구 쌍문동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 3일 08시,서울특별시 성북구 정릉동,중상사고,0,1,0,0,승합,상해없음,보행자,중상
2019년 12월 3일 08시,서울특별시 영등포구 신길동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
2019년 12월 3일 11시,서울특별시 도봉구 창동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 3일 12시,서울특별시 성북구 정릉동,중상사고,0,1,1,0,승용,경상,승용,중상
2019년 12월 3일 12시,서울특별시 노원구 중계동,중상사고,0,1,1,0,승용,경상,자전거,중상
2019년 12월 3일 13시,서울특별시 동대문구 전농동,중상사고,0,1,0,1,이륜,부상신고,승용,중상
2019년 12월 3일 13시,서울특별시 강서구 염창동,중상사고,0,1,3,0,이륜,중상,승합,경상
2019년 12월 3일 15시,서울특별시 동대문구 이문동,사망사고,1,0,0,0,승용,상해없음,이륜,사망
2019년 12월 3일 15시,서울특별시 강남구 수서동,중상사고,0,1,0,0,승용,상해없음,승용,중상
2019년 12월 3일 16시,서울특별시 은평구 증산동,중상사고,0,1,0,0,승용,기타불명,보행자,중상
2019년 12월 3일 16시,서울특별시 동대문구 장안동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 3일 17시,서울특별시 강남구 논현동,중상사고,0,1,0,1,이륜,중상,승용,부상신고
2019년 12월 3일 18시,서울특별시 성북구 정릉동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2019년 12월 3일 18시,서울특별시 영등포구 대림동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2019년 12월 3일 18시,서울특별시 성동구 응봉동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2019년 12월 3일 18시,서울특별시 중랑구 신내동,중상사고,0,2,0,0,특수,상해없음,승용,중상
2019년 12월 3일 19시,서울특별시 성동구 옥수동,중상사고,0,1,2,0,승용,상해없음,승용,중상
2019년 12월 3일 20시,서울특별시 성북구 보문동2가,중상사고,0,1,1,0,이륜,중상,승용,경상
2019년 12월 3일 20시,서울특별시 동대문구 전농동,중상사고,0,1,0,0,원동기,상해없음,보행자,중상
2019년 12월 3일 20시,서울특별시 송파구 문정동,중상사고,0,1,1,0,승용,상해없음,보행자,경상
2019년 12월 3일 21시,서울특별시 관악구 신림동,사망사고,1,0,0,0,승용,상해없음,보행자,사망
2019년 12월 3일 21시,서울특별시 강남구 청담동,중상사고,0,3,1,0,승용,경상,승용,중상
2019년 12월 3일 21시,서울특별시 양천구 신월동,중상사고,0,1,0,0,화물,상해없음,승용,중상
2019년 12월 3일 23시,서울특별시 성동구 성수동2가,사망사고,1,0,0,0,승용,상해없음,보행자,사망
2019년 12월 3일 23시,서울특별시 구로구 구로동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 4일 01시,서울특별시 동작구 상도동,중상사고,0,1,0,0,승용,상해없음,승용,중상
2019년 12월 4일 02시,서울특별시 강남구 역삼동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 4일 05시,서울특별시 강남구 수서동,중상사고,0,1,0,0,승용,상해없음,승용,상해없음
2019년 12월 4일 08시,서울특별시 은평구 녹번동,중상사고,0,1,0,0,화물,상해없음,승용,중상
2019년 12월 4일 10시,서울특별시 강북구 수유동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 4일 10시,서울특별시 서초구 양재동,중상사고,0,1,2,0,승용,경상,승용,중상
2019년 12월 4일 10시,서울특별시 서초구 서초동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 4일 11시,서울특별시 성북구 보문동1가,중상사고,0,1,0,0,승용,상해없음,자전거,중상
2019년 12월 4일 11시,서울특별시 마포구 상암동,중상사고,0,1,0,0,자전거,중상,,
2019년 12월 4일 11시,서울특별시 영등포구 신길동,중상사고,0,1,0,0,승용,상해없음,승용,중상
2019년 12월 4일 12시,서울특별시 강서구 외발산동,사망사고,1,0,0,0,승합,상해없음,원동기,사망
2019년 12월 4일 12시,서울특별시 양천구 신월동,중상사고,0,2,1,0,승합,상해없음,특수,상해없음
2019년 12월 4일 13시,서울특별시 중구 을지로6가,중상사고,0,1,2,0,승용,상해없음,승합,상해없음
2019년 12월 4일 13시,서울특별시 동대문구 전농동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2019년 12월 4일 13시,서울특별시 동대문구 답십리동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 4일 13시,서울특별시 양천구 신월동,중상사고,0,2,0,0,승용,상해없음,이륜,중상
2019년 12월 4일 15시,서울특별시 동작구 노량진동,중상사고,0,1,0,0,승합,상해없음,보행자,중상
2019년 12월 4일 15시,서울특별시 노원구 상계동,중상사고,0,1,1,0,화물,상해없음,승용,중상
2019년 12월 4일 15시,서울특별시 강남구 도곡동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 4일 17시,서울특별시 관악구 신림동,중상사고,0,1,0,0,이륜,상해없음,자전거,중상
2019년 12월 4일 17시,서울특별시 송파구 문정동,중상사고,0,1,2,0,승용,상해없음,승용,중상
2019년 12월 4일 17시,서울특별시 강남구 역삼동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 4일 19시,서울특별시 동대문구 청량리동,중상사고,0,1,0,0,자전거,상해없음,보행자,중상
2019년 12월 4일 20시,서울특별시 송파구 방이동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 4일 20시,서울특별시 성북구 장위동,중상사고,0,1,0,0,승용,상해없음,승합,상해없음
2019년 12월 4일 21시,서울특별시 노원구 상계동,중상사고,0,1,0,0,이륜,상해없음,이륜,중상
2019년 12월 4일 22시,서울특별시 강남구 대치동,중상사고,0,1,1,0,승용,상해없음,보행자,중상
2019년 12월 5일 02시,서울특별시 중구 방산동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 5일 03시,서울특별시 양천구 신정동,중상사고,0,1,0,0,승용,상해없음,승용,중상
2019년 12월 5일 07시,서울특별시 중구 신당동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 5일 07시,서울특별시 강동구 천호동,중상사고,0,1,0,0,승용,상해없음,승용,중상
2019년 12월 5일 08시,서울특별시 중구 신당동,중상사고,0,1,0,0,승용,상해없음,자전거,중상
2019년 12월 5일 09시,서울특별시 종로구 내수동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 5일 09시,서울특별시 동작구 상도1동,중상사고,0,1,0,0,승용,상해없음,승용,중상
2019년 12월 5일 09시,서울특별시 중랑구 면목동,중상사고,0,1,0,0,승용,상해없음,자전거,중상
2019년 12월 5일 09시,서울특별시 성북구 석관동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 5일 10시,서울특별시 성북구 석관동,중상사고,0,1,0,0,승용,상해없음,자전거,중상
2019년 12월 5일 11시,서울특별시 중랑구 신내동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 5일 11시,서울특별시 구로구 구로동,중상사고,0,1,0,0,자전거,중상,승용,상해없음
2019년 12월 5일 12시,서울특별시 종로구 종로3가,중상사고,0,1,0,0,승합,상해없음,승합,중상
2019년 12월 5일 12시,서울특별시 중랑구 면목동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 5일 13시,서울특별시 마포구 서교동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 5일 13시,서울특별시 송파구 삼전동,중상사고,0,1,0,0,승용,상해없음,승용,중상
2019년 12월 5일 13시,서울특별시 구로구 궁동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 5일 14시,서울특별시 금천구 독산동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 5일 14시,서울특별시 중랑구 면목동,중상사고,0,1,0,0,이륜,중상,,
2019년 12월 5일 15시,서울특별시 서대문구 현저동,중상사고,0,1,0,0,이륜,상해없음,승용,중상
2019년 12월 5일 15시,서울특별시 동대문구 휘경동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 5일 15시,서울특별시 금천구 독산동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2019년 12월 5일 15시,서울특별시 강동구 길동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 5일 15시,서울특별시 도봉구 도봉동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 5일 16시,서울특별시 송파구 잠실동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 5일 16시,서울특별시 노원구 공릉동,중상사고,0,1,0,0,화물,상해없음,원동기,중상
2019년 12월 5일 17시,서울특별시 영등포구 영등포동4가,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 5일 17시,서울특별시 중랑구 망우동,중상사고,0,1,0,0,건설기계,상해없음,보행자,중상
2019년 12월 5일 17시,서울특별시 강서구 염창동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 5일 18시,서울특별시 마포구 서교동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 5일 18시,서울특별시 영등포구 당산동4가,중상사고,0,1,1,0,승용,경상,이륜,중상
2019년 12월 5일 18시,서울특별시 금천구 가산동,중상사고,0,2,1,0,승용,상해없음,승용,경상
2019년 12월 5일 19시,서울특별시 은평구 응암동,중상사고,0,1,0,0,승용,중상,이륜,상해없음
2019년 12월 5일 19시,서울특별시 용산구 보광동,중상사고,0,1,0,0,승합,상해없음,,
2019년 12월 5일 19시,서울특별시 중랑구 중화동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 5일 20시,서울특별시 서대문구 연희동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 5일 20시,서울특별시 동대문구 이문동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 5일 20시,서울특별시 강남구 신사동,중상사고,0,1,0,0,승용,기타불명,이륜,중상
2019년 12월 5일 21시,서울특별시 구로구 고척동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2019년 12월 5일 22시,서울특별시 종로구 서린동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 5일 22시,서울특별시 성북구 정릉동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 5일 23시,서울특별시 중구 봉래동1가,중상사고,0,1,0,0,승합,상해없음,보행자,중상
2019년 12월 5일 23시,서울특별시 종로구 세종로,중상사고,0,1,1,1,승합,부상신고,승용,중상
2019년 12월 5일 23시,서울특별시 양천구 신월동,중상사고,0,1,2,0,승용,상해없음,승용,경상
2019년 12월 6일 00시,서울특별시 강남구 개포동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 6일 06시,서울특별시 강남구 논현동,중상사고,0,2,0,0,승용,상해없음,승용,중상
2019년 12월 6일 07시,서울특별시 서대문구 홍제동,중상사고,0,1,0,0,승합,상해없음,보행자,중상
2019년 12월 6일 07시,서울특별시 성북구 종암동,중상사고,0,1,0,0,승합,상해없음,,
2019년 12월 6일 08시,서울특별시 서대문구 홍제동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 6일 08시,서울특별시 중랑구 면목동,중상사고,0,1,0,0,이륜,중상,화물,상해없음
2019년 12월 6일 08시,서울특별시 서초구 양재동,중상사고,0,1,0,0,승용,중상,화물,상해없음
2019년 12월 6일 09시,서울특별시 서대문구 충정로3가,중상사고,0,1,3,0,승용,상해없음,승용,경상
2019년 12월 6일 10시,서울특별시 양천구 신월동,중상사고,0,1,3,0,승용,경상,승합,상해없음
2019년 12월 6일 12시,서울특별시 용산구 한강로2가,중상사고,0,1,0,0,승용,기타불명,승용,중상
2019년 12월 6일 12시,서울특별시 중랑구 상봉동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 6일 12시,서울특별시 중랑구 망우동,중상사고,0,1,0,0,승용,상해없음,승합,상해없음
2019년 12월 6일 12시,서울특별시 노원구 공릉동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 6일 12시,서울특별시 은평구 갈현동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 6일 13시,서울특별시 종로구 부암동,중상사고,0,1,0,0,화물,기타불명,승용,중상
2019년 12월 6일 13시,서울특별시 동대문구 장안동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 6일 16시,서울특별시 중구 봉래동2가,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 6일 17시,서울특별시 동작구 상도1동,중상사고,0,1,0,0,원동기,중상,화물,상해없음
2019년 12월 6일 17시,서울특별시 중랑구 묵동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2019년 12월 6일 17시,서울특별시 강서구 외발산동,중상사고,0,1,0,0,화물,상해없음,승용,중상
2019년 12월 6일 18시,서울특별시 강서구 가양동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 6일 18시,서울특별시 구로구 개봉동,중상사고,0,1,0,0,승합,상해없음,,
2019년 12월 6일 18시,서울특별시 노원구 월계동,중상사고,0,2,0,0,승용,상해없음,보행자,중상
2019년 12월 6일 19시,서울특별시 중구 수표동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 6일 19시,서울특별시 동대문구 제기동,중상사고,0,1,0,0,이륜,중상,승합,상해없음
2019년 12월 6일 19시,서울특별시 성동구 성수동1가,중상사고,0,1,3,0,화물,상해없음,승용,중상
2019년 12월 6일 19시,서울특별시 구로구 개봉동,중상사고,0,1,0,0,승용,상해없음,승합,상해없음
2019년 12월 6일 20시,서울특별시 양천구 신정동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
2019년 12월 6일 21시,서울특별시 동작구 상도동,중상사고,0,1,1,0,승용,상해없음,승용,중상
2019년 12월 6일 22시,서울특별시 은평구 대조동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 6일 23시,서울특별시 마포구 서교동,중상사고,0,1,1,0,원동기,중상,원동기,경상
2019년 12월 7일 00시,서울특별시 중랑구 중화동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 7일 04시,서울특별시 마포구 공덕동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 7일 04시,서울특별시 관악구 봉천동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 7일 06시,서울특별시 강서구 화곡동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 7일 09시,서울특별시 중랑구 면목동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 7일 09시,서울특별시 양천구 신정동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 7일 12시,서울특별시 송파구 잠실동,중상사고,0,1,0,0,이륜,상해없음,자전거,중상
2019년 12월 7일 13시,서울특별시 서초구 방배동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2019년 12월 7일 16시,서울특별시 은평구 신사동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 7일 16시,서울특별시 광진구 구의동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
2019년 12월 7일 16시,서울특별시 중랑구 중화동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 7일 16시,서울특별시 송파구 잠실동,중상사고,0,1,0,0,이륜,상해없음,이륜,중상
2019년 12월 7일 17시,서울특별시 용산구 이촌동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 7일 17시,서울특별시 송파구 장지동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 7일 18시,서울특별시 마포구 서교동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 7일 18시,서울특별시 양천구 신월동,중상사고,0,2,2,0,승용,상해없음,승용,경상
2019년 12월 7일 18시,서울특별시 노원구 중계동,사망사고,1,0,0,0,승용,상해없음,이륜,사망
2019년 12월 7일 19시,서울특별시 중구 장교동,중상사고,0,1,16,16,승용,상해없음,승합,경상
2019년 12월 7일 19시,서울특별시 동작구 동작동,중상사고,0,1,1,0,승용,중상,승용,경상
2019년 12월 7일 19시,서울특별시 구로구 개봉동,중상사고,0,1,1,0,승용,상해없음,보행자,중상
2019년 12월 7일 19시,서울특별시 서초구 서초동,중상사고,0,1,0,0,원동기,중상,승용,상해없음
2019년 12월 7일 20시,서울특별시 마포구 도화동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 7일 21시,서울특별시 종로구 관훈동,중상사고,0,1,2,0,승용,상해없음,승용,중상
2019년 12월 7일 21시,서울특별시 양천구 신정동,중상사고,0,1,4,1,승용,상해없음,승용,경상
2019년 12월 7일 23시,서울특별시 은평구 수색동,중상사고,0,1,0,0,화물,상해없음,승용,중상
2019년 12월 8일 00시,서울특별시 중랑구 묵동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 8일 00시,서울특별시 서초구 서초동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 8일 00시,서울특별시 노원구 중계동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 8일 01시,서울특별시 종로구 종로2가,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 8일 01시,서울특별시 강동구 둔촌동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 8일 03시,서울특별시 서대문구 홍은동,사망사고,1,0,0,0,이륜,사망,,
2019년 12월 8일 03시,서울특별시 은평구 응암동,중상사고,0,1,0,0,승합,상해없음,보행자,중상
2019년 12월 8일 04시,서울특별시 용산구 이태원동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 8일 04시,서울특별시 강남구 논현동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 8일 07시,서울특별시 성동구 행당동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 8일 07시,서울특별시 구로구 가리봉동,중상사고,0,1,0,0,승합,상해없음,보행자,중상
2019년 12월 8일 09시,서울특별시 동작구 동작동,중상사고,0,1,0,0,승용,상해없음,승용,중상
2019년 12월 8일 12시,서울특별시 노원구 중계동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 8일 13시,서울특별시 동작구 동작동,중상사고,0,1,1,0,승용,상해없음,승용,중상
2019년 12월 8일 16시,서울특별시 영등포구 여의도동,중상사고,0,1,0,0,승합,상해없음,보행자,중상
2019년 12월 8일 17시,서울특별시 동대문구 답십리동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 8일 17시,서울특별시 강남구 개포동,중상사고,0,1,2,0,승용,상해없음,승용,경상
2019년 12월 8일 20시,서울특별시 광진구 구의동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 8일 22시,서울특별시 서초구 양재동,중상사고,0,2,0,0,승용,상해없음,보행자,중상
2019년 12월 9일 03시,서울특별시 마포구 신수동,사망사고,1,0,0,0,화물,상해없음,이륜,사망
2019년 12월 9일 04시,서울특별시 금천구 가산동,중상사고,0,2,0,0,승용,중상,화물,상해없음
2019년 12월 9일 05시,서울특별시 강서구 공항동,중상사고,0,1,0,0,승용,상해없음,자전거,중상
2019년 12월 9일 06시,서울특별시 동대문구 장안동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 9일 06시,서울특별시 광진구 중곡동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 9일 08시,서울특별시 도봉구 도봉동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2019년 12월 9일 09시,서울특별시 동대문구 답십리동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
2019년 12월 9일 09시,서울특별시 동작구 상도1동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2019년 12월 9일 10시,서울특별시 동대문구 제기동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2019년 12월 9일 11시,서울특별시 은평구 응암동,중상사고,0,1,0,0,개인형이동수단(PM),중상,승용,상해없음
2019년 12월 9일 11시,서울특별시 동대문구 신설동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
2019년 12월 9일 12시,서울특별시 강남구 압구정동,중상사고,0,1,2,0,승용,경상,승용,중상
2019년 12월 9일 13시,서울특별시 종로구 청운동,중상사고,0,1,0,0,승합,중상,승합,상해없음
2019년 12월 9일 13시,서울특별시 강서구 화곡동,중상사고,0,1,0,0,승합,상해없음,이륜,중상
2019년 12월 9일 14시,서울특별시 노원구 공릉동,중상사고,0,1,0,0,승용,상해없음,승용,중상
2019년 12월 9일 15시,서울특별시 강남구 대치동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 9일 16시,서울특별시 동대문구 신설동,중상사고,0,1,0,0,승합,상해없음,보행자,중상
2019년 12월 9일 17시,서울특별시 서대문구 연희동,중상사고,0,1,0,0,승합,상해없음,보행자,중상
2019년 12월 9일 17시,서울특별시 마포구 상암동,중상사고,0,1,1,0,승합,중상,승용,경상
2019년 12월 9일 17시,서울특별시 강남구 개포동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 9일 18시,서울특별시 중구 충무로2가,중상사고,0,1,0,0,승용,상해없음,승용,중상
2019년 12월 9일 18시,서울특별시 금천구 시흥동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2019년 12월 9일 18시,서울특별시 성북구 하월곡동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 9일 19시,서울특별시 구로구 구로동,중상사고,0,1,1,0,승용,상해없음,승용,중상
2019년 12월 9일 19시,서울특별시 노원구 상계동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 9일 22시,서울특별시 양천구 목동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 9일 23시,서울특별시 강남구 신사동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 10일 00시,서울특별시 서초구 방배동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 10일 00시,서울특별시 강남구 역삼동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 10일 01시,서울특별시 강남구 역삼동,중상사고,0,1,0,0,승합,상해없음,이륜,중상
2019년 12월 10일 02시,서울특별시 성동구 도선동,중상사고,0,1,0,0,이륜,기타불명,보행자,중상
2019년 12월 10일 03시,서울특별시 중구 신당동,중상사고,0,1,0,0,기타불명,기타불명,이륜,중상
2019년 12월 10일 04시,서울특별시 강남구 역삼동,중상사고,0,1,0,0,승용,중상,,
2019년 12월 10일 07시,서울특별시 성북구 석관동,사망사고,1,0,0,0,화물,상해없음,보행자,사망
2019년 12월 10일 08시,서울특별시 중구 소공동,중상사고,0,1,2,0,승용,상해없음,보행자,중상
2019년 12월 10일 08시,서울특별시 강북구 수유동,중상사고,0,2,0,0,승용,상해없음,이륜,중상
2019년 12월 10일 08시,서울특별시 영등포구 영등포동3가,중상사고,0,1,0,0,승용,상해없음,자전거,중상
2019년 12월 10일 08시,서울특별시 송파구 장지동,중상사고,0,1,0,0,승용,상해없음,승용,중상
2019년 12월 10일 09시,서울특별시 강동구 길동,중상사고,0,1,0,0,특수,상해없음,이륜,중상
2019년 12월 10일 09시,서울특별시 노원구 하계동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 10일 11시,서울특별시 중랑구 상봉동,중상사고,0,1,0,0,원동기,중상,승용,상해없음
2019년 12월 10일 12시,서울특별시 동작구 신대방동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 10일 13시,서울특별시 동대문구 제기동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 10일 14시,서울특별시 서대문구 연희동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 10일 14시,서울특별시 노원구 하계동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
2019년 12월 10일 15시,서울특별시 중구 남대문로5가,중상사고,0,1,2,0,승합,상해없음,화물,상해없음
2019년 12월 10일 15시,서울특별시 관악구 신림동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
2019년 12월 10일 17시,서울특별시 강서구 내발산동,중상사고,0,1,0,0,승합,상해없음,보행자,중상
2019년 12월 10일 17시,서울특별시 노원구 중계동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 10일 18시,서울특별시 성북구 길음동,중상사고,0,1,0,0,승합,상해없음,보행자,중상
2019년 12월 10일 19시,서울특별시 종로구 동숭동,중상사고,0,1,1,1,승용,상해없음,승합,중상
2019년 12월 10일 19시,서울특별시 광진구 구의동,중상사고,0,1,0,0,승용,기타불명,이륜,중상
2019년 12월 10일 21시,서울특별시 영등포구 당산동5가,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 10일 22시,서울특별시 동대문구 이문동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 10일 23시,서울특별시 성북구 종암동,중상사고,0,1,0,0,승용,기타불명,승용,상해없음
2019년 12월 10일 23시,서울특별시 서초구 서초동,중상사고,0,1,1,0,승용,기타불명,화물,중상
2019년 12월 11일 00시,서울특별시 중구 예장동,중상사고,0,1,0,1,승용,상해없음,승용,중상
2019년 12월 11일 04시,서울특별시 양천구 목동,중상사고,0,1,0,0,기타불명,기타불명,이륜,중상
2019년 12월 11일 06시,서울특별시 강북구 미아동,중상사고,0,1,1,0,화물,상해없음,승용,중상
2019년 12월 11일 06시,서울특별시 강동구 길동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 11일 06시,서울특별시 도봉구 도봉동,중상사고,0,1,1,0,승합,상해없음,승용,중상
2019년 12월 11일 07시,서울특별시 은평구 진관동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 11일 08시,서울특별시 송파구 잠실동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 11일 09시,서울특별시 성동구 사근동,중상사고,0,1,1,0,화물,상해없음,승용,경상
2019년 12월 11일 11시,서울특별시 강남구 청담동,중상사고,0,1,0,0,승용,상해없음,승용,중상
2019년 12월 11일 12시,서울특별시 중구 명동2가,중상사고,0,1,0,0,승합,상해없음,보행자,중상
2019년 12월 11일 12시,서울특별시 강서구 화곡동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2019년 12월 11일 15시,서울특별시 영등포구 영등포동5가,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 11일 16시,서울특별시 중랑구 면목동,중상사고,0,1,1,0,승용,중상,승용,경상
2019년 12월 11일 18시,서울특별시 영등포구 신길동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 11일 18시,서울특별시 강서구 마곡동,중상사고,0,1,0,0,승용,상해없음,자전거,중상
2019년 12월 11일 18시,서울특별시 구로구 개봉동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 12월 11일 18시,서울특별시 서초구 방배동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 12월 11일 18시,서울특별시 서초구 원지동,중상사고,0,1,0,0,승용,상해없음,화물,중상
2019년 12월 11일 19시,서울특별시 마포구 망원동,중상사고,0,2,0,0,승용,상해없음,승용,중상
2019년 12월 11일 19시,서울특별시 도봉구 쌍문동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2019년 12월 11일 20시,서울특별시 노원구 하계동,중상사고,0,1,0,0,이륜,상해없음,이륜,중상
