,index,사고일시,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,가해운전자 차종,가해운전자 상해정도,피해운전자 차종,피해운전자 상해정도
3112,11361,2020년 3월 1일 14시,서울특별시 강남구 삼성동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3113,11362,2020년 3월 1일 17시,서울특별시 동작구 노량진동,중상사고,0,1,0,0,이륜,상해없음,이륜,중상
3114,11363,2020년 3월 1일 18시,서울특별시 성북구 정릉동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
3115,11364,2020년 3월 1일 18시,서울특별시 강남구 압구정동,중상사고,0,1,1,0,승용,경상,이륜,중상
3116,11365,2020년 3월 1일 18시,서울특별시 강남구 신사동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
3117,11366,2020년 3월 1일 18시,서울특별시 양천구 신정동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3118,11372,2020년 3월 2일 04시,서울특별시 양천구 신정동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
3119,11377,2020년 3월 2일 14시,서울특별시 관악구 봉천동,중상사고,0,1,0,0,이륜,중상,승합,기타불명
3120,11385,2020년 3월 2일 21시,서울특별시 영등포구 영등포동4가,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3121,11391,2020년 3월 3일 03시,서울특별시 영등포구 양평동6가,사망사고,1,0,0,0,이륜,사망,,
3122,11394,2020년 3월 3일 05시,서울특별시 노원구 상계동,중상사고,0,1,0,0,이륜,중상,화물,상해없음
3123,11399,2020년 3월 3일 12시,서울특별시 서초구 서초동,중상사고,0,1,0,0,이륜,상해없음,개인형이동수단(PM),중상
3124,11402,2020년 3월 3일 22시,서울특별시 관악구 봉천동,중상사고,0,1,1,0,승용,경상,이륜,중상
3125,11404,2020년 3월 4일 00시,서울특별시 용산구 한남동,사망사고,1,0,0,0,이륜,사망,,
3126,11408,2020년 3월 4일 18시,서울특별시 송파구 삼전동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
3127,11412,2020년 3월 4일 21시,서울특별시 양천구 신정동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3128,11414,2020년 3월 4일 22시,서울특별시 종로구 신영동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3129,11417,2020년 3월 4일 23시,서울특별시 구로구 개봉동,중상사고,0,1,0,0,이륜,중상,화물,상해없음
3130,11420,2020년 3월 5일 03시,서울특별시 노원구 월계동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3131,11421,2020년 3월 5일 06시,서울특별시 종로구 종로2가,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3132,11430,2020년 3월 5일 14시,서울특별시 금천구 독산동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3133,11434,2020년 3월 5일 18시,서울특별시 관악구 신림동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
3134,11437,2020년 3월 5일 19시,서울특별시 영등포구 문래동1가,중상사고,0,1,1,0,승용,상해없음,이륜,중상
3135,11440,2020년 3월 5일 21시,서울특별시 강서구 마곡동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3136,11441,2020년 3월 5일 21시,서울특별시 강동구 천호동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
3137,11442,2020년 3월 5일 22시,서울특별시 성북구 하월곡동,중상사고,0,1,1,0,이륜,경상,승용,기타불명
3138,11444,2020년 3월 6일 10시,서울특별시 강남구 신사동,중상사고,0,1,0,0,이륜,상해없음,이륜,중상
3139,11445,2020년 3월 6일 11시,서울특별시 송파구 방이동,중상사고,0,1,0,0,이륜,상해없음,이륜,중상
3140,11457,2020년 3월 7일 04시,서울특별시 구로구 구로동,중상사고,0,1,0,0,이륜,상해없음,,
3141,11458,2020년 3월 7일 04시,서울특별시 강남구 도곡동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3142,11462,2020년 3월 7일 13시,서울특별시 강북구 수유동,중상사고,0,1,0,0,자전거,상해없음,이륜,중상
3143,11464,2020년 3월 7일 21시,서울특별시 강동구 천호동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
3144,11470,2020년 3월 8일 14시,서울특별시 중구 신당동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3145,11473,2020년 3월 8일 19시,서울특별시 송파구 신천동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3146,11474,2020년 3월 8일 20시,서울특별시 강북구 수유동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
3147,11476,2020년 3월 8일 20시,서울특별시 구로구 구로동,중상사고,0,1,0,0,이륜,상해없음,이륜,중상
3148,11480,2020년 3월 9일 04시,서울특별시 서대문구 신촌동,중상사고,0,2,0,0,이륜,중상,,
3149,11484,2020년 3월 9일 09시,서울특별시 동작구 상도동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3150,11490,2020년 3월 9일 15시,서울특별시 양천구 신월동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3151,11491,2020년 3월 9일 16시,서울특별시 용산구 한남동,중상사고,0,1,0,0,이륜,중상,,
3152,11492,2020년 3월 9일 17시,서울특별시 금천구 독산동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3153,11494,2020년 3월 9일 19시,서울특별시 송파구 방이동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3154,11499,2020년 3월 10일 06시,서울특별시 송파구 오금동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3155,11501,2020년 3월 10일 13시,서울특별시 구로구 오류동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3156,11502,2020년 3월 10일 14시,서울특별시 강남구 역삼동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3157,11505,2020년 3월 10일 16시,서울특별시 광진구 구의동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3158,11508,2020년 3월 10일 16시,서울특별시 강남구 대치동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3159,11511,2020년 3월 10일 17시,서울특별시 동대문구 청량리동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3160,11512,2020년 3월 10일 17시,서울특별시 동작구 상도1동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
3161,11514,2020년 3월 10일 19시,서울특별시 광진구 중곡동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
3162,11516,2020년 3월 10일 19시,서울특별시 금천구 독산동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3163,11517,2020년 3월 10일 19시,서울특별시 동작구 상도동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3164,11519,2020년 3월 10일 20시,서울특별시 관악구 봉천동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3165,11523,2020년 3월 11일 04시,서울특별시 중랑구 면목동,중상사고,0,1,1,0,승용,중상,이륜,경상
3166,11524,2020년 3월 11일 06시,서울특별시 강북구 수유동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3167,11525,2020년 3월 11일 07시,서울특별시 용산구 한강로3가,사망사고,1,0,0,0,승용,상해없음,이륜,사망
3168,11534,2020년 3월 11일 14시,서울특별시 강남구 일원동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3169,11535,2020년 3월 11일 15시,서울특별시 성북구 돈암동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3170,11537,2020년 3월 11일 15시,서울특별시 강동구 길동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3171,11541,2020년 3월 11일 17시,서울특별시 서대문구 북가좌동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3172,11542,2020년 3월 11일 17시,서울특별시 중랑구 면목동,중상사고,0,1,0,0,승합,상해없음,이륜,중상
3173,11546,2020년 3월 11일 20시,서울특별시 동대문구 답십리동,중상사고,0,1,1,0,승용,상해없음,이륜,중상
3174,11550,2020년 3월 12일 04시,서울특별시 영등포구 당산동3가,중상사고,0,1,0,0,이륜,중상,건설기계,상해없음
3175,11552,2020년 3월 12일 12시,서울특별시 관악구 신림동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3176,11555,2020년 3월 12일 13시,서울특별시 용산구 청파동2가,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3177,11560,2020년 3월 12일 19시,서울특별시 노원구 상계동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3178,11564,2020년 3월 12일 22시,서울특별시 관악구 봉천동,중상사고,0,1,0,0,이륜,기타불명,보행자,중상
3179,11567,2020년 3월 13일 08시,서울특별시 서초구 서초동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3180,11570,2020년 3월 13일 09시,서울특별시 강남구 논현동,중상사고,0,1,0,1,이륜,부상신고,이륜,중상
3181,11571,2020년 3월 13일 09시,서울특별시 강동구 성내동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3182,11572,2020년 3월 13일 11시,서울특별시 강북구 수유동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3183,11576,2020년 3월 13일 13시,서울특별시 강남구 청담동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3184,11579,2020년 3월 13일 17시,서울특별시 송파구 가락동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
3185,11584,2020년 3월 13일 22시,서울특별시 영등포구 신길동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3186,11588,2020년 3월 14일 01시,서울특별시 성북구 장위동,사망사고,1,0,0,0,이륜,사망,,
3187,11592,2020년 3월 14일 05시,서울특별시 마포구 구수동,중상사고,0,1,0,0,이륜,기타불명,보행자,중상
3188,11594,2020년 3월 14일 11시,서울특별시 강서구 내발산동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3189,11595,2020년 3월 14일 12시,서울특별시 양천구 목동,중상사고,0,2,0,0,승용,상해없음,이륜,중상
3190,11598,2020년 3월 14일 16시,서울특별시 노원구 공릉동,중상사고,0,1,0,0,건설기계,상해없음,이륜,중상
3191,11605,2020년 3월 15일 00시,서울특별시 송파구 문정동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
3192,11606,2020년 3월 15일 03시,서울특별시 광진구 화양동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3193,11608,2020년 3월 15일 08시,서울특별시 강북구 수유동,중상사고,0,1,1,0,이륜,중상,화물,상해없음
3194,11609,2020년 3월 15일 08시,서울특별시 강북구 미아동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3195,11611,2020년 3월 15일 13시,서울특별시 성동구 성수동2가,중상사고,0,1,0,0,이륜,중상,승용,상해없음
3196,11613,2020년 3월 15일 15시,서울특별시 송파구 송파동,중상사고,0,1,0,0,이륜,상해없음,개인형이동수단(PM),중상
3197,11620,2020년 3월 16일 05시,서울특별시 성동구 사근동,중상사고,0,1,0,0,이륜,중상,,
3198,11621,2020년 3월 16일 07시,서울특별시 강북구 미아동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3199,11626,2020년 3월 16일 11시,서울특별시 금천구 시흥동,중상사고,0,1,1,0,이륜,중상,승용,경상
3200,11631,2020년 3월 16일 17시,서울특별시 성동구 하왕십리동,중상사고,0,1,0,0,승합,상해없음,이륜,중상
3201,11632,2020년 3월 16일 17시,서울특별시 강남구 도곡동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
3202,11633,2020년 3월 16일 18시,서울특별시 동대문구 제기동,중상사고,0,3,0,0,이륜,중상,이륜,중상
3203,11634,2020년 3월 16일 20시,서울특별시 관악구 신림동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3204,11635,2020년 3월 16일 20시,서울특별시 강서구 마곡동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
3205,11636,2020년 3월 16일 21시,서울특별시 강동구 고덕동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3206,11637,2020년 3월 16일 22시,서울특별시 강동구 천호동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
3207,11638,2020년 3월 16일 23시,서울특별시 송파구 송파동,중상사고,0,1,0,0,이륜,상해없음,자전거,중상
3208,11639,2020년 3월 17일 04시,서울특별시 강남구 논현동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3209,11648,2020년 3월 17일 10시,서울특별시 강서구 마곡동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
3210,11649,2020년 3월 17일 11시,서울특별시 노원구 상계동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3211,11653,2020년 3월 17일 17시,서울특별시 양천구 신월동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3212,11659,2020년 3월 17일 22시,서울특별시 강동구 명일동,중상사고,0,1,0,0,이륜,상해없음,자전거,중상
3213,11661,2020년 3월 18일 04시,서울특별시 강동구 성내동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
3214,11667,2020년 3월 18일 11시,서울특별시 관악구 신림동,중상사고,0,1,2,0,기타불명,기타불명,이륜,경상
3215,11669,2020년 3월 18일 12시,서울특별시 강남구 논현동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3216,11670,2020년 3월 18일 13시,서울특별시 성북구 정릉동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3217,11677,2020년 3월 18일 18시,서울특별시 은평구 구산동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3218,11682,2020년 3월 19일 01시,서울특별시 양천구 신월동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3219,11687,2020년 3월 19일 09시,서울특별시 강남구 대치동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3220,11691,2020년 3월 19일 12시,서울특별시 강서구 화곡동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
3221,11700,2020년 3월 19일 18시,서울특별시 용산구 동빙고동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3222,11703,2020년 3월 19일 19시,서울특별시 도봉구 창동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3223,11707,2020년 3월 20일 05시,서울특별시 강남구 삼성동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3224,11708,2020년 3월 20일 06시,서울특별시 종로구 창신동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
3225,11710,2020년 3월 20일 08시,서울특별시 영등포구 당산동6가,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3226,11713,2020년 3월 20일 09시,서울특별시 성북구 삼선동5가,중상사고,0,1,0,0,화물,상해없음,이륜,중상
3227,11716,2020년 3월 20일 09시,서울특별시 동작구 사당동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3228,11719,2020년 3월 20일 13시,서울특별시 광진구 중곡동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3229,11720,2020년 3월 20일 13시,서울특별시 관악구 봉천동,중상사고,0,1,0,0,특수,상해없음,이륜,중상
3230,11722,2020년 3월 20일 14시,서울특별시 강서구 마곡동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
3231,11724,2020년 3월 20일 15시,서울특별시 성동구 성수동1가,중상사고,0,1,0,0,이륜,상해없음,이륜,중상
3232,11734,2020년 3월 21일 08시,서울특별시 관악구 봉천동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
3233,11735,2020년 3월 21일 08시,서울특별시 노원구 상계동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
3234,11737,2020년 3월 21일 10시,서울특별시 서초구 서초동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3235,11743,2020년 3월 21일 15시,서울특별시 마포구 아현동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3236,11745,2020년 3월 21일 19시,서울특별시 영등포구 양평동5가,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3237,11747,2020년 3월 21일 22시,서울특별시 강북구 수유동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3238,11748,2020년 3월 22일 00시,서울특별시 성북구 정릉동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3239,11759,2020년 3월 22일 14시,서울특별시 동작구 상도동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
3240,11760,2020년 3월 22일 16시,서울특별시 마포구 상암동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3241,11765,2020년 3월 22일 20시,서울특별시 은평구 역촌동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
3242,11769,2020년 3월 22일 22시,서울특별시 양천구 신월동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3243,11771,2020년 3월 23일 01시,서울특별시 서대문구 창천동,중상사고,0,1,1,0,이륜,중상,승용,경상
3244,11772,2020년 3월 23일 04시,서울특별시 서초구 양재동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3245,11773,2020년 3월 23일 08시,서울특별시 동대문구 전농동,중상사고,0,1,1,0,이륜,경상,이륜,중상
3246,11776,2020년 3월 23일 09시,서울특별시 강남구 역삼동,중상사고,0,1,0,0,자전거,중상,이륜,상해없음
3247,11777,2020년 3월 23일 10시,서울특별시 중랑구 면목동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3248,11783,2020년 3월 23일 15시,서울특별시 관악구 봉천동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
3249,11789,2020년 3월 23일 17시,서울특별시 서초구 서초동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3250,11791,2020년 3월 23일 18시,서울특별시 구로구 구로동,중상사고,0,1,1,0,이륜,경상,이륜,중상
3251,11794,2020년 3월 24일 00시,서울특별시 광진구 자양동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3252,11795,2020년 3월 24일 00시,서울특별시 은평구 역촌동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
3253,11796,2020년 3월 24일 01시,서울특별시 성동구 마장동,중상사고,0,1,0,0,이륜,중상,,
3254,11799,2020년 3월 24일 04시,서울특별시 강서구 화곡동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3255,11802,2020년 3월 24일 08시,서울특별시 영등포구 당산동4가,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3256,11808,2020년 3월 24일 11시,서울특별시 송파구 방이동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
3257,11810,2020년 3월 24일 13시,서울특별시 강서구 등촌동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3258,11814,2020년 3월 24일 16시,서울특별시 관악구 봉천동,중상사고,0,2,0,0,이륜,상해없음,승용,중상
3259,11819,2020년 3월 24일 20시,서울특별시 강서구 마곡동,중상사고,0,2,1,0,승용,상해없음,이륜,중상
3260,11830,2020년 3월 25일 12시,서울특별시 관악구 봉천동,중상사고,0,1,0,0,이륜,상해없음,이륜,중상
3261,11831,2020년 3월 25일 13시,서울특별시 관악구 봉천동,중상사고,0,1,1,0,이륜,상해없음,승용,경상
3262,11833,2020년 3월 25일 14시,서울특별시 강남구 대치동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
3263,11835,2020년 3월 25일 17시,서울특별시 강남구 일원동,중상사고,0,2,0,0,이륜,상해없음,승용,중상
3264,11836,2020년 3월 25일 20시,서울특별시 강서구 염창동,중상사고,0,1,0,0,이륜,기타불명,이륜,중상
3265,11837,2020년 3월 25일 23시,서울특별시 송파구 문정동,중상사고,0,1,1,0,이륜,경상,보행자,중상
3266,11839,2020년 3월 26일 07시,서울특별시 강서구 화곡동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
3267,11841,2020년 3월 26일 08시,서울특별시 구로구 구로동,중상사고,0,1,1,0,이륜,중상,승용,경상
3268,11848,2020년 3월 26일 16시,서울특별시 용산구 청파동3가,중상사고,0,1,0,0,화물,상해없음,이륜,중상
3269,11853,2020년 3월 26일 19시,서울특별시 성북구 돈암동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
3270,11854,2020년 3월 26일 19시,서울특별시 광진구 능동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
3271,11862,2020년 3월 27일 01시,서울특별시 마포구 염리동,중상사고,0,1,0,0,기타불명,기타불명,이륜,중상
3272,11863,2020년 3월 27일 01시,서울특별시 관악구 신림동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3273,11876,2020년 3월 27일 11시,서울특별시 노원구 공릉동,중상사고,0,1,1,0,이륜,중상,승용,경상
3274,11877,2020년 3월 27일 12시,서울특별시 중구 태평로1가,중상사고,0,1,0,0,승합,상해없음,이륜,중상
3275,11889,2020년 3월 27일 22시,서울특별시 마포구 서교동,중상사고,0,1,1,0,승용,상해없음,이륜,중상
3276,11896,2020년 3월 28일 13시,서울특별시 은평구 갈현동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3277,11899,2020년 3월 28일 15시,서울특별시 강남구 역삼동,사망사고,1,0,0,0,이륜,사망,승용,상해없음
3278,11900,2020년 3월 28일 18시,서울특별시 서초구 양재동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
3279,11902,2020년 3월 28일 19시,서울특별시 마포구 연남동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3280,11903,2020년 3월 28일 19시,서울특별시 금천구 가산동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
3281,11904,2020년 3월 28일 19시,서울특별시 강동구 천호동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3282,11911,2020년 3월 29일 00시,서울특별시 동대문구 이문동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3283,11912,2020년 3월 29일 01시,서울특별시 중랑구 망우동,중상사고,0,1,4,0,이륜,중상,승용,경상
3284,11918,2020년 3월 29일 10시,서울특별시 서대문구 홍제동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3285,11921,2020년 3월 29일 12시,서울특별시 강남구 개포동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3286,11923,2020년 3월 29일 14시,서울특별시 영등포구 대림동,중상사고,0,1,0,1,자전거,부상신고,이륜,중상
3287,11924,2020년 3월 29일 14시,서울특별시 양천구 신정동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3288,11928,2020년 3월 29일 19시,서울특별시 동작구 상도동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
3289,11929,2020년 3월 29일 20시,서울특별시 광진구 구의동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3290,11930,2020년 3월 29일 21시,서울특별시 용산구 청파동1가,사망사고,1,0,0,0,승용,상해없음,이륜,사망
3291,11937,2020년 3월 30일 08시,서울특별시 강서구 등촌동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
3292,11940,2020년 3월 30일 10시,서울특별시 송파구 풍납동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3293,11947,2020년 3월 30일 12시,서울특별시 중랑구 상봉동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
3294,11951,2020년 3월 30일 15시,서울특별시 성동구 성수동1가,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3295,11955,2020년 3월 30일 17시,서울특별시 영등포구 여의도동,중상사고,0,1,0,1,이륜,부상신고,이륜,중상
3296,11960,2020년 3월 30일 21시,서울특별시 금천구 독산동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3297,11961,2020년 3월 30일 21시,서울특별시 서초구 반포동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
3298,11967,2020년 3월 31일 02시,서울특별시 강북구 수유동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3299,11970,2020년 3월 31일 05시,서울특별시 은평구 녹번동,중상사고,0,1,3,0,이륜,상해없음,승합,경상
3300,11974,2020년 3월 31일 10시,서울특별시 강남구 대치동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
3301,11976,2020년 3월 31일 11시,서울특별시 서초구 양재동,중상사고,0,2,0,0,이륜,중상,이륜,중상
3302,11980,2020년 3월 31일 17시,서울특별시 동대문구 답십리동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3303,11984,2020년 3월 31일 21시,서울특별시 양천구 신정동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3304,11989,2020년 4월 1일 01시,서울특별시 노원구 상계동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
3305,11993,2020년 4월 1일 11시,서울특별시 용산구 원효로1가,중상사고,0,1,0,0,이륜,중상,승용,상해없음
3306,11994,2020년 4월 1일 11시,서울특별시 성동구 행당동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3307,11997,2020년 4월 1일 14시,서울특별시 영등포구 여의도동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3308,11998,2020년 4월 1일 14시,서울특별시 중랑구 묵동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
3309,11999,2020년 4월 1일 15시,서울특별시 중랑구 상봉동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3310,12003,2020년 4월 1일 18시,서울특별시 동대문구 장안동,중상사고,0,2,0,0,자전거,중상,이륜,중상
3311,12006,2020년 4월 1일 20시,서울특별시 영등포구 여의도동,중상사고,0,1,0,0,이륜,중상,화물,상해없음
3312,12010,2020년 4월 1일 22시,서울특별시 강남구 대치동,중상사고,0,1,0,0,이륜,상해없음,개인형이동수단(PM),중상
3313,12013,2020년 4월 2일 02시,서울특별시 금천구 시흥동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3314,12020,2020년 4월 2일 08시,서울특별시 강동구 고덕동,중상사고,0,1,1,0,이륜,중상,승용,경상
3315,12021,2020년 4월 2일 08시,서울특별시 송파구 송파동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3316,12022,2020년 4월 2일 09시,서울특별시 동대문구 장안동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3317,12025,2020년 4월 2일 13시,서울특별시 성동구 금호동1가,중상사고,0,1,1,0,이륜,중상,승용,경상
3318,12026,2020년 4월 2일 13시,서울특별시 구로구 구로동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3319,12029,2020년 4월 2일 14시,서울특별시 중구 을지로5가,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3320,12030,2020년 4월 2일 14시,서울특별시 중구 신당동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3321,12033,2020년 4월 2일 14시,서울특별시 성북구 종암동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
3322,12038,2020년 4월 2일 20시,서울특별시 도봉구 쌍문동,중상사고,0,1,2,1,이륜,부상신고,승용,경상
3323,12040,2020년 4월 2일 23시,서울특별시 동작구 상도동,중상사고,0,1,0,0,이륜,상해없음,이륜,중상
3324,12050,2020년 4월 3일 14시,서울특별시 동대문구 답십리동,중상사고,0,1,1,0,이륜,경상,이륜,중상
3325,12051,2020년 4월 3일 14시,서울특별시 광진구 중곡동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
3326,12052,2020년 4월 3일 14시,서울특별시 마포구 공덕동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3327,12053,2020년 4월 3일 15시,서울특별시 광진구 자양동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
3328,12054,2020년 4월 3일 16시,서울특별시 중구 을지로7가,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3329,12059,2020년 4월 3일 18시,서울특별시 강남구 삼성동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3330,12061,2020년 4월 3일 19시,서울특별시 도봉구 방학동,중상사고,0,1,2,0,승합,상해없음,이륜,경상
3331,12062,2020년 4월 3일 20시,서울특별시 마포구 공덕동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
3332,12063,2020년 4월 3일 20시,서울특별시 중랑구 면목동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
3333,12065,2020년 4월 3일 21시,서울특별시 성동구 금호동2가,중상사고,0,1,0,0,이륜,상해없음,이륜,중상
3334,12066,2020년 4월 3일 22시,서울특별시 중구 신당동,중상사고,0,1,1,0,이륜,경상,승용,중상
3335,12073,2020년 4월 4일 02시,서울특별시 강남구 신사동,중상사고,0,1,0,1,승용,상해없음,이륜,중상
3336,12076,2020년 4월 4일 10시,서울특별시 영등포구 신길동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
